id,name
1,Air Intake
2,Automatic Transmission
3,Braking
4,Climate Control
5,Cooling
6,Drivetrain
7,Engine
8,Exhaust
9,Exterior
10,Fuel System
11,Interior
12,Lighting
13,Manual Transmission
14,Steering
15,Suspension
16,Transfer Case
17,Wheels & Tires
